basename,latitude,longitude,yaw_degree_gimbal,pitch_degree_gimbal,roll_degree_gimbal,image_w,image_h,image_GSDH,image_GSDV,date_time_original,relative_im_path,relative_altitude,absolute_altitude,yaw_degrees_drone,pitch_degrees_drone,roll_degrees_drone,flight_x_speed,flight_y_speed,flight_z_speed,cam_reverse,gimbal_reverse,Timestamp_ms
DJI_20241128154607_0084,-13.8819451666667,-73.0349598611111,-41.2,-90.0,180.0,5280,3956,0.004018094903469192,0.00400674712315536,2024:11:28 15:46:07,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128154607_0084_D.JPG,14.985,2210.891,139.0,0.2,0.7,-1.0,0.9,0.0,0,0,1732808767000
DJI_20241128154609_0085,-13.8819697777778,-73.0349382777778,139.0,-89.9,0.0,5280,3956,0.004014340927583401,0.004003003749133059,2024:11:28 15:46:09,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128154609_0085_D.JPG,14.971,2210.857,139.0,-0.2,-2.1,-0.9,0.8,0.0,0,0,1732808769000
DJI_20241128154612_0086,-13.8819933055556,-73.03491625,139.0,-89.9,0.0,5280,3956,0.004021580738220282,0.004010223113318925,2024:11:28 15:46:12,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128154612_0086_D.JPG,14.998,2210.886,139.0,0.6,-1.2,-1.0,0.8,0.0,0,0,1732808772000
DJI_20241128154614_0087,-13.8820169166667,-73.0348948055556,-41.0,-90.0,180.0,5280,3956,0.004020508173681486,0.004009153577883982,2024:11:28 15:46:14,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128154614_0087_D.JPG,14.994,2210.888,139.2,0.3,-2.1,-1.0,0.8,0.0,0,0,1732808774000
DJI_20241128154617_0088,-13.882041,-73.0348731111111,139.0,-89.9,0.0,5280,3956,0.004019971891412086,0.0040086188101665105,2024:11:28 15:46:17,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128154617_0088_D.JPG,14.992,2210.89,139.0,0.3,-4.2,-1.1,0.7,0.0,0,0,1732808777000
DJI_20241128154619_0089,-13.8820656111111,-73.03485075,-41.1,-90.0,180.0,5280,3956,0.0040261391375101705,0.004014768638917433,2024:11:28 15:46:19,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128154619_0089_D.JPG,15.015,2210.906,138.9,0.8,-0.3,-0.8,0.9,0.0,0,0,1732808779000
DJI_20241128154622_0090,-13.8820902777778,-73.0348302222222,139.0,-89.9,0.0,5280,3956,0.004023725867297877,0.004012362184188811,2024:11:28 15:46:22,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128154622_0090_D.JPG,15.006,2210.893,139.4,-5.2,-0.7,-0.8,0.7,0.0,0,0,1732808782000
DJI_20241128154624_0091,-13.8821129444444,-73.0348100555556,138.9,-89.9,0.0,5280,3956,0.004021312597085583,0.004009955729460189,2024:11:28 15:46:24,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128154624_0091_D.JPG,14.997,2210.877,139.0,-2.0,-2.2,-0.9,0.7,0.0,0,0,1732808784000
DJI_20241128154627_0092,-13.8821358055556,-73.0347886388889,138.9,-89.9,0.0,5280,3956,0.004017290480065093,0.004005944971579152,2024:11:28 15:46:27,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128154627_0092_D.JPG,14.982,2210.876,139.0,0.0,-2.3,-1.0,0.8,0.0,0,0,1732808787000
DJI_20241128154629_0093,-13.8821591111111,-73.03476975,-41.1,-90.0,180.0,5280,3956,0.004029088689991862,0.004017709861363526,2024:11:28 15:46:29,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128154629_0093_D.JPG,15.026,2210.913,139.0,0.2,-2.5,-1.0,0.8,0.0,0,0,1732808789000
DJI_20241128154632_0094,-13.8821823611111,-73.0347493888889,-41.1,-90.0,180.0,5280,3956,0.004016486056660996,0.004005142820002945,2024:11:28 15:46:32,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128154632_0094_D.JPG,14.979,2210.868,139.0,0.6,-4.2,-1.0,0.8,0.0,0,0,1732808792000
DJI_20241128154634_0095,-13.882206,-73.034728,139.0,-89.9,0.0,5280,3956,0.004021580738220282,0.004010223113318925,2024:11:28 15:46:34,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128154634_0095_D.JPG,14.998,2210.867,138.9,1.9,-5.4,-1.0,0.8,0.0,0,0,1732808794000
DJI_20241128154637_0096,-13.8822281944444,-73.0347076944444,-41.1,-90.0,180.0,5280,3956,0.004020508173681486,0.004009153577883982,2024:11:28 15:46:37,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128154637_0096_D.JPG,14.994,2210.886,138.8,-0.3,-6.1,-1.0,0.9,0.0,0,0,1732808797000
DJI_20241128154639_0097,-13.8822543055556,-73.0346964444444,2.0,-90.0,180.0,5280,3956,0.004009514387158813,0.003998190839675815,2024:11:28 15:46:39,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128154639_0097_D.JPG,14.953,2210.871,-173.2,3.8,1.3,-1.3,-0.2,0.0,0,0,1732808799000
DJI_20241128154642_0098,-13.8822715277778,-73.0347206388889,-93.9,-89.9,0.0,5280,3956,0.004023189585028479,0.004011827416471339,2024:11:28 15:46:42,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128154642_0098_D.JPG,15.004,2210.902,-88.1,5.7,11.9,0.0,-1.1,0.0,0,0,1732808802000
DJI_20241128154644_0099,-13.8822508333333,-73.0347427222222,-41.3,-89.9,0.0,5280,3956,0.004025334714106073,0.004013966487341225,2024:11:28 15:46:44,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128154644_0099_D.JPG,15.012,2210.896,-41.2,-0.8,3.7,0.9,-0.8,0.0,0,0,1732808804000
DJI_20241128154647_0100,-13.8822280277778,-73.0347631666667,-41.0,-89.9,0.0,5280,3956,0.004029356831126562,0.004017977245222262,2024:11:28 15:46:47,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128154647_0100_D.JPG,15.027,2210.914,-41.1,1.2,3.9,1.1,-0.8,0.0,0,0,1732808807000
DJI_20241128154649_0101,-13.8822036666667,-73.0347851388889,138.9,-90.0,180.0,5280,3956,0.004018094903469192,0.00400674712315536,2024:11:28 15:46:49,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128154649_0101_D.JPG,14.985,2210.888,-40.9,1.8,5.0,1.0,-0.8,0.1,0,0,1732808809000
DJI_20241128154652_0102,-13.8821808333333,-73.03480425,139.0,-90.0,180.0,5280,3956,0.0040221170204896815,0.004010757881036397,2024:11:28 15:46:52,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128154652_0102_D.JPG,15.0,2210.891,-40.9,0.0,0.1,1.1,-0.7,0.0,0,0,1732808812000
DJI_20241128154654_0103,-13.88215775,-73.0348246666667,139.0,-90.0,180.0,5280,3956,0.004020776314816184,0.004009420961742718,2024:11:28 15:46:54,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128154654_0103_D.JPG,14.995,2210.915,-41.0,0.2,1.5,1.0,-0.8,0.0,0,0,1732808814000
DJI_20241128154657_0104,-13.8821343333333,-73.0348465555556,139.0,-90.0,180.0,5280,3956,0.004025066572971373,0.00401369910348249,2024:11:28 15:46:57,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128154657_0104_D.JPG,15.011,2210.917,-41.0,4.6,2.9,1.1,-0.9,0.0,0,0,1732808817000
DJI_20241128154659_0105,-13.8821094166667,-73.0348681388889,-41.0,-89.9,0.0,5280,3956,0.004015681633256898,0.004004340668426739,2024:11:28 15:46:59,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128154659_0105_D.JPG,14.976,2210.899,-40.9,3.7,2.4,1.0,-0.8,0.0,0,0,1732808819000
DJI_20241128154702_0106,-13.88208675,-73.0348892222222,-41.2,-89.9,0.0,5280,3956,0.004017290480065093,0.004005944971579152,2024:11:28 15:47:02,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128154702_0106_D.JPG,14.982,2210.881,-41.1,2.3,3.8,1.0,-0.8,0.0,0,0,1732808822000
DJI_20241128154704_0107,-13.88206325,-73.0349092777778,139.1,-90.0,180.0,5280,3956,0.004023994008432576,0.004012629568047547,2024:11:28 15:47:04,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128154704_0107_D.JPG,15.007,2210.891,-40.7,3.2,3.1,0.8,-0.8,0.0,0,0,1732808824000
DJI_20241128154707_0108,-13.8820408333333,-73.0349300555555,138.8,-90.0,180.0,5280,3956,0.004026675419779569,0.004015303406634904,2024:11:28 15:47:07,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128154707_0108_D.JPG,15.017,2210.917,-40.8,-0.2,6.6,0.9,-0.9,0.0,0,0,1732808827000
DJI_20241128154709_0109,-13.8820169166667,-73.0349515,138.9,-90.0,180.0,5280,3956,0.004018899326873289,0.004007549274731567,2024:11:28 15:47:09,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128154709_0109_D.JPG,14.988,2210.881,-40.9,4.4,5.6,1.0,-0.9,0.0,0,0,1732808829000
DJI_20241128154712_0110,-13.8819932777778,-73.0349745833333,138.9,-90.0,180.0,5280,3956,0.004032842665877653,0.004021453235385827,2024:11:28 15:47:12,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128154712_0110_D.JPG,15.04,2210.939,-40.7,5.0,7.2,1.2,-0.9,0.0,0,0,1732808832000
DJI_20241128154714_0111,-13.8819675277778,-73.0349959444444,139.2,-90.0,180.0,5280,3956,0.004026943560914269,0.004015570790493641,2024:11:28 15:47:14,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128154714_0111_D.JPG,15.018,2210.936,-40.5,3.9,4.7,0.9,-0.9,0.0,0,0,1732808834000
DJI_20241128154717_0112,-13.88194475,-73.0350182222222,-41.2,-89.9,0.0,5280,3956,0.00403016125453066,0.004018779396798469,2024:11:28 15:47:17,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128154717_0112_D.JPG,15.03,2210.926,-40.9,1.7,8.8,1.0,-0.8,0.0,0,0,1732808837000
DJI_20241128154719_0113,-13.8819173055556,-73.0350408888889,138.8,-90.0,180.0,5280,3956,0.00402265330275908,0.004011292648753868,2024:11:28 15:47:19,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128154719_0113_D.JPG,15.002,2210.902,-40.9,4.2,5.4,1.1,-0.8,0.0,0,0,1732808839000
DJI_20241128154722_0114,-13.8818924166667,-73.0350614166667,-41.2,-89.9,0.0,5280,3956,0.0040170223389303945,0.004005677587720417,2024:11:28 15:47:22,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128154722_0114_D.JPG,14.981,2210.871,-41.2,0.6,1.5,0.9,-0.7,0.0,0,0,1732808842000
DJI_20241128154724_0115,-13.8818694166667,-73.035082,138.9,-90.0,180.0,5280,3956,0.004014877209852799,0.004003538516850531,2024:11:28 15:47:24,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128154724_0115_D.JPG,14.973,2210.867,-41.1,0.8,5.2,0.9,-0.9,0.0,0,0,1732808844000
DJI_20241128154727_0116,-13.8818462777778,-73.0351028611111,139.0,-90.0,180.0,5280,3956,0.004016754197795695,0.004005410203861681,2024:11:28 15:47:27,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128154727_0116_D.JPG,14.98,2210.882,-41.0,1.5,3.1,0.9,-0.7,0.0,0,0,1732808847000
DJI_20241128154729_0117,-13.8818221944444,-73.0351240277778,-41.0,-89.9,0.0,5280,3956,0.004032038242473556,0.00402065108380962,2024:11:28 15:47:29,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128154729_0117_D.JPG,15.037,2210.913,-41.0,1.4,-0.3,1.0,-0.8,0.0,0,0,1732808849000
DJI_20241128154732_0118,-13.8817984444444,-73.0351450277778,139.1,-90.0,180.0,5280,3956,0.004016754197795695,0.004005410203861681,2024:11:28 15:47:32,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128154732_0118_D.JPG,14.98,2210.876,-41.1,1.2,1.4,0.8,-1.0,0.0,0,0,1732808852000
DJI_20241128154734_0119,-13.88177575,-73.0351665833333,139.0,-90.0,180.0,5280,3956,0.004020776314816184,0.004009420961742718,2024:11:28 15:47:34,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128154734_0119_D.JPG,14.995,2210.895,-41.2,0.4,3.0,0.9,-0.8,0.0,0,0,1732808854000
DJI_20241128154737_0120,-13.8817523888889,-73.0351883055556,-41.2,-89.9,0.0,5280,3956,0.004023457726163178,0.0040120948003300756,2024:11:28 15:47:37,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128154737_0120_D.JPG,15.005,2210.899,-41.1,-1.5,4.1,0.8,-0.7,0.0,0,0,1732808857000
DJI_20241128154739_0121,-13.8817284166667,-73.0352092222222,138.9,-90.0,180.0,5280,3956,0.004027479843183667,0.004016105558211112,2024:11:28 15:47:39,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128154739_0121_D.JPG,15.02,2210.923,-41.1,0.6,0.4,1.0,-0.7,0.0,0,0,1732808859000
DJI_20241128154742_0122,-13.8817053888889,-73.0352313333333,-40.9,-89.9,0.0,5280,3956,0.004024262149567275,0.004012896951906282,2024:11:28 15:47:42,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128154742_0122_D.JPG,15.008,2210.902,-41.0,0.4,3.2,1.0,-0.8,0.0,0,0,1732808862000
DJI_20241128154744_0123,-13.8816816111111,-73.0352524444444,139.0,-90.0,180.0,5280,3956,0.004020776314816184,0.004009420961742718,2024:11:28 15:47:44,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128154744_0123_D.JPG,14.995,2210.907,-41.0,0.8,3.0,1.0,-0.8,0.0,0,0,1732808864000
DJI_20241128154747_0124,-13.8816569166667,-73.0352735555556,139.0,-90.0,180.0,5280,3956,0.0040223851616243795,0.004011025264895132,2024:11:28 15:47:47,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128154747_0124_D.JPG,15.001,2210.896,-41.1,2.2,1.2,1.0,-0.8,0.0,0,0,1732808867000
DJI_20241128154749_0125,-13.8816368611111,-73.0352981666667,115.1,-90.0,180.0,5280,3956,0.004019971891412086,0.0040086188101665105,2024:11:28 15:47:49,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128154749_0125_D.JPG,14.992,2210.891,-69.7,3.4,-6.5,0.2,-1.1,0.0,0,0,1732808869000
DJI_20241128154752_0126,-13.8816524722222,-73.0353211388889,-136.5,-89.9,0.0,5280,3956,0.004015145350987499,0.004003805900709267,2024:11:28 15:47:52,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128154752_0126_D.JPG,14.974,2210.867,-140.2,1.9,-7.5,-1.0,-0.6,0.0,0,0,1732808872000
DJI_20241128154754_0127,-13.8816768611111,-73.0353100277778,139.6,-89.9,0.0,5280,3956,0.004016754197795695,0.004005410203861681,2024:11:28 15:47:54,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128154754_0127_D.JPG,14.98,2210.885,139.2,0.3,-2.8,-1.0,0.8,0.0,0,0,1732808874000
DJI_20241128154757_0128,-13.8816998055556,-73.0352906388889,-41.0,-90.0,180.0,5280,3956,0.004027211702048969,0.004015838174352376,2024:11:28 15:47:57,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128154757_0128_D.JPG,15.019,2210.893,139.0,-1.4,-3.0,-1.0,0.9,0.0,0,0,1732808877000
DJI_20241128154759_0129,-13.8817219444444,-73.0352701111111,139.0,-89.9,0.0,5280,3956,0.004013536504179303,0.0040022015975568525,2024:11:28 15:47:59,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128154759_0129_D.JPG,14.968,2210.861,139.0,-2.6,-3.2,-0.9,0.8,0.0,0,0,1732808879000
DJI_20241128154802_0130,-13.8817443333333,-73.0352496111111,-41.0,-90.0,180.0,5280,3956,0.004023189585028479,0.004011827416471339,2024:11:28 15:48:02,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128154802_0130_D.JPG,15.004,2210.902,138.9,0.1,-3.4,-1.1,0.8,0.0,0,0,1732808882000
DJI_20241128154804_0131,-13.8817680277778,-73.03522825,138.9,-89.9,0.0,5280,3956,0.004027747984318366,0.004016372942069848,2024:11:28 15:48:04,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128154804_0131_D.JPG,15.021,2210.894,139.1,0.5,-4.6,-1.0,0.8,0.0,0,0,1732808884000
DJI_20241128154807_0132,-13.8817897777778,-73.0352075,-41.1,-90.0,180.0,5280,3956,0.0040247984318366745,0.004013431719623754,2024:11:28 15:48:07,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128154807_0132_D.JPG,15.01,2210.877,138.8,-2.2,-2.5,-1.1,0.7,0.0,0,0,1732808887000
DJI_20241128154809_0133,-13.8818136388889,-73.0351880555556,139.0,-89.9,0.0,5280,3956,0.004013804645314002,0.004002468981415587,2024:11:28 15:48:09,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128154809_0133_D.JPG,14.969,2210.846,139.1,-1.8,-3.5,-1.1,0.7,0.0,0,0,1732808889000
DJI_20241128154812_0134,-13.8818385555556,-73.0351664722222,138.9,-89.9,0.0,5280,3956,0.004024262149567275,0.004012896951906282,2024:11:28 15:48:12,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128154812_0134_D.JPG,15.008,2210.901,139.1,1.3,-4.4,-1.1,0.9,0.0,0,0,1732808892000
DJI_20241128154814_0135,-13.8818618611111,-73.0351451388889,139.0,-89.9,0.0,5280,3956,0.004017290480065093,0.004005944971579152,2024:11:28 15:48:14,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128154814_0135_D.JPG,14.982,2210.889,139.1,-1.3,-4.6,-0.9,0.8,0.0,0,0,1732808894000
DJI_20241128154817_0136,-13.8818842222222,-73.0351238333333,138.9,-89.9,0.0,5280,3956,0.004018899326873289,0.004007549274731567,2024:11:28 15:48:17,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128154817_0136_D.JPG,14.988,2210.869,139.1,-0.6,-5.1,-1.0,0.8,0.0,0,0,1732808897000
DJI_20241128154819_0137,-13.8819063611111,-73.0351034444444,139.0,-89.9,0.0,5280,3956,0.004020776314816184,0.004009420961742718,2024:11:28 15:48:19,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128154819_0137_D.JPG,14.995,2210.882,139.1,-2.2,-5.2,-1.0,0.7,0.0,0,0,1732808899000
DJI_20241128154822_0138,-13.8819296944444,-73.0350831944444,-41.1,-90.0,180.0,5280,3956,0.004022921443893779,0.0040115600326126035,2024:11:28 15:48:22,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128154822_0138_D.JPG,15.003,2210.882,139.0,-0.3,-4.6,-1.1,0.8,0.0,0,0,1732808902000
DJI_20241128154824_0139,-13.8819541388889,-73.0350635555556,139.0,-89.9,0.0,5280,3956,0.004027747984318366,0.004016372942069848,2024:11:28 15:48:24,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128154824_0139_D.JPG,15.021,2210.896,138.9,-0.3,-4.6,-0.9,0.9,0.0,0,0,1732808904000
DJI_20241128154827_0140,-13.8819778888889,-73.0350434166667,-41.1,-90.0,180.0,5280,3956,0.0040261391375101705,0.004014768638917433,2024:11:28 15:48:27,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128154827_0140_D.JPG,15.015,2210.916,138.9,1.5,-7.8,-1.0,0.9,0.0,0,0,1732808907000
DJI_20241128154829_0141,-13.8819999722222,-73.0350210277778,139.0,-89.9,0.0,5280,3956,0.004026675419779569,0.004015303406634904,2024:11:28 15:48:29,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128154829_0141_D.JPG,15.017,2210.919,139.3,-2.0,-0.1,-0.9,0.8,0.0,0,0,1732808909000
DJI_20241128154832_0142,-13.8820240555556,-73.0350003333333,-41.1,-90.0,180.0,5280,3956,0.004022921443893779,0.0040115600326126035,2024:11:28 15:48:32,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128154832_0142_D.JPG,15.003,2210.887,138.9,0.7,-7.2,-1.0,0.8,0.0,0,0,1732808912000
DJI_20241128154834_0143,-13.8820465555556,-73.0349802777778,-41.0,-90.0,180.0,5280,3956,0.0040210444559508835,0.004009688345601454,2024:11:28 15:48:34,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128154834_0143_D.JPG,14.996,2210.883,138.9,0.8,-6.7,-1.0,0.8,0.0,0,0,1732808914000
DJI_20241128154837_0144,-13.8820693055556,-73.0349603055556,-41.0,-90.0,180.0,5280,3956,0.0040146090687181,0.004003271132991795,2024:11:28 15:48:37,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128154837_0144_D.JPG,14.972,2210.869,139.1,-2.2,-7.5,-1.0,0.8,0.0,0,0,1732808917000
DJI_20241128154839_0145,-13.8820928055556,-73.0349396111111,138.9,-89.9,0.0,5280,3956,0.004027211702048969,0.004015838174352376,2024:11:28 15:48:39,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128154839_0145_D.JPG,15.019,2210.912,139.1,-0.8,-5.7,-0.9,0.9,0.0,0,0,1732808919000
DJI_20241128154842_0146,-13.8821159444444,-73.0349195555556,138.9,-89.9,0.0,5280,3956,0.004013536504179303,0.0040022015975568525,2024:11:28 15:48:42,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128154842_0146_D.JPG,14.968,2210.866,139.0,-2.3,-5.9,-1.0,0.8,0.0,0,0,1732808922000
DJI_20241128154844_0147,-13.8821399166667,-73.0348978055556,-41.1,-90.0,180.0,5280,3956,0.004026943560914269,0.004015570790493641,2024:11:28 15:48:44,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128154844_0147_D.JPG,15.018,2210.917,138.9,0.2,-6.0,-0.9,1.0,0.0,0,0,1732808924000
DJI_20241128154847_0148,-13.8821631666667,-73.0348753888889,-41.0,-90.0,180.0,5280,3956,0.004028820548857164,0.0040174424775047905,2024:11:28 15:48:47,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128154847_0148_D.JPG,15.025,2210.923,138.9,2.5,-7.1,-1.1,0.9,0.0,0,0,1732808927000
DJI_20241128154849_0149,-13.8821857222222,-73.0348537777778,139.1,-89.9,0.0,5280,3956,0.004017826762334492,0.004006479739296624,2024:11:28 15:48:49,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128154849_0149_D.JPG,14.984,2210.875,139.0,0.0,-3.2,-0.9,0.9,0.0,0,0,1732808929000
DJI_20241128154852_0150,-13.8822093055556,-73.034833,139.0,-89.9,0.0,5280,3956,0.004013804645314002,0.004002468981415587,2024:11:28 15:48:52,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128154852_0150_D.JPG,14.969,2210.857,139.0,-1.2,-2.8,-0.9,0.8,0.0,0,0,1732808932000
DJI_20241128154854_0151,-13.8822331666667,-73.0348131111111,139.0,-89.9,0.0,5280,3956,0.004026675419779569,0.004015303406634904,2024:11:28 15:48:54,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128154854_0151_D.JPG,15.017,2210.912,139.0,1.0,-6.6,-0.9,0.8,0.0,0,0,1732808934000
DJI_20241128154857_0152,-13.8822560555556,-73.0347921944444,139.0,-89.9,0.0,5280,3956,0.0040261391375101705,0.004014768638917433,2024:11:28 15:48:57,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128154857_0152_D.JPG,15.015,2210.906,139.0,-0.1,-7.4,-0.9,0.8,0.0,0,0,1732808937000
DJI_20241128154859_0153,-13.8822784444444,-73.0347723888889,-41.0,-90.0,180.0,5280,3956,0.004022921443893779,0.0040115600326126035,2024:11:28 15:48:59,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128154859_0153_D.JPG,15.003,2210.89,139.0,-0.1,-7.3,-1.0,0.8,0.0,0,0,1732808939000
DJI_20241128154902_0154,-13.88230225,-73.034753,-37.4,-90.0,180.0,5280,3956,0.004021312597085583,0.004009955729460189,2024:11:28 15:49:02,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128154902_0154_D.JPG,14.997,2210.882,145.6,1.7,-1.0,-1.1,0.4,0.0,0,0,1732808942000
DJI_20241128154904_0155,-13.8823295,-73.0347661666667,42.5,-90.0,180.0,5280,3956,0.004008978104889416,0.003997656071958344,2024:11:28 15:49:04,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128154904_0155_D.JPG,14.951,2210.848,-135.1,7.5,5.4,-0.6,-1.2,0.0,0,0,1732808944000
